01	0	01121599044	2
01	0	01045263230	2
01	0	01045040096	2
01	0	0991939492	2
01	0	01049526260	1
01	0	01074484339	1
01	0	01076506615	2
01	0	0107448438X	2
01	0	01034975072	2
01	0	01072401495	2
01	0	0988990873	1
01	0	01046983857	1
01	0	0987276727	1
01	0	0994852282	2
01	0	01017617279	2
01	0	01046324012	1
01	0	01067619178	1
01	0	0994409281	2
01	0	01057006998	1
01	0	0994387296	1
01	0	0988989549	1
01	0	01015937802	1
01	0	01052951201	1
01	0	01046981188	1
01	0	01009741160	2
01	0	01058477765	1
01	0	01099956196	2
01	0	01052586392	1
01	0	01060639076	1
01	0	01060507803	0
01	0	01128908395	1
01	0	0106847355X	0
01	0	01072076306	1
01	0	01067706275	1
01	0	01045525049	0
01	0	01117709132	1
01	0	0100411186X	0
01	0	0986756466	0
01	0	01028140916	2
01	0	01035318776	0
01	0	01049500709	1
01	0	0105033664X	0
01	0	01058512749	1
01	0	01066287961	0
01	0	01077307888	0
01	0	01098558634	0
01	0	099913681X	2
01	0	01072401363	0
01	0	01081169710	1
01	0	0994101260	1
01	0	0989102629	0
01	0	01063360196	0
01	0	01120940125	1
01	0	0990568814	1
01	0	0993446469	1
01	0	01065956126	0
01	0	0106672377X	0
01	0	01075192188	0
01	0	01105487709	0
01	0	01010876244	0
01	0	01051514169	0
01	0	01074484347	0
01	0	01049874307	0
01	0	0107465935X	1
01	0	01014177588	0
01	0	0987900439	0
01	0	01003551157	0
01	0	01097428907	2
01	0	01049285336	0
01	0	01064990304	0
01	0	01075809878	0
01	0	0996644385	0
01	0	01054809895	0
01	0	01117149307	0
01	0	01047747243	1
01	0	01107983231	0
01	0	01107586976	1
01	0	01052171877	0
01	0	01066905029	0
01	0	01104508494	1
01	0	01064044700	2
01	0	01069574007	0
01	0	01135572992	0
01	0	01074040252	0
01	0	0111781131X	0
01	0	01068444304	1
01	0	01119271320	2
01	0	01113673311	2
25	0	01074470699	2
25	0	01077706316	2
25	0	01078902976	1
25	0	01011683520	0
25	0	01125454148	1
25	0	01061062554	2
25	0	01136903860	0
25	0	0991116623	0
25	0	0986337862	0
25	0	0101289181X	0
25	0	01121313612	0
25	0	0986119814	1
25	0	0990339904	0
25	0	01001886550	1
25	0	01027315496	0
25	0	01060717875	0
25	0	01068530111	0
25	0	01081257458	0
25	0	01112386696	1
25	0	0988481677	0
25	0	0990483657	0
25	0	0991245083	0
25	0	0993692311	0
25	0	099386919X	0
25	0	0993869297	0
25	0	0995914850	0
25	0	01004449224	0
25	0	01007832061	0
25	0	01058644580	0
25	0	01119739667	0
25	0	0985721871	0
25	0	0986497193	0
25	0	0986610917	0
25	0	0986704423	0
25	0	0987294717	0
25	0	0990339947	0
25	0	0992135028	0
25	0	0992152887	0
25	0	0993732607	0
25	0	0994327145	0
25	0	0997475307	0
25	0	0998067245	0
25	0	0998702781	0
25	0	0100865888X	0
25	0	01009945211	0
25	0	01011642549	0
25	0	01017010420	0
25	0	01022903713	0
25	0	01027116876	0
25	0	01067522123	0
25	0	01078774668	0
25	0	01079007067	0
25	0	01080918272	0
25	0	0109996864X	0
25	0	01100181601	0
25	0	01125946148	0
25	0	01140835815	0
25	0	0984392130	0
25	0	0986496227	0
25	0	0986556157	0
25	0	098655815X	0
25	0	0986968145	0
25	0	0988486709	0
25	0	0988571641	0
25	0	0988919346	0
25	0	099160556X	0
25	0	01020681500	0
25	0	01047884933	0
25	0	01060606887	0
25	0	0108019634X	0
25	0	0986121312	1
25	0	0996031839	0
25	0	0999107720	1
25	0	01007253355	0
25	0	01018130349	0
25	0	01027966187	0
25	0	01028838212	0
25	0	01049585208	0
25	0	01056961198	0
25	0	01062536711	0
25	0	01096493950	0
